epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_auc
1,0.7696750195402848,0.5789473684210527,0.36,0.5252525252525252,0.6722097396850586,0.42105263157894735,0.35294117647058826,0.5142857142857142
2,0.6504156087574205,0.5394736842105263,0.5205479452054794,0.6910774410774411,0.7063483533106352,0.2631578947368421,0.36363636363636365,0.5142857142857142
3,0.7383646839543393,0.47368421052631576,0.4444444444444444,0.5715488215488216,0.6749768131657651,0.631578947368421,0.46153846153846156,0.5142857142857143
4,0.6761691915361505,0.5921052631578947,0.45614035087719296,0.6515151515151515,0.6591145458974337,0.631578947368421,0.2222222222222222,0.5285714285714286
5,0.6914330485619997,0.6447368421052632,0.509090909090909,0.6430976430976431,0.7138073099286932,0.2631578947368421,0.4166666666666667,0.5714285714285714
6,0.6570918842365867,0.5131578947368421,0.463768115942029,0.6868686868686869,0.6988341149530912,0.2631578947368421,0.4166666666666667,0.5571428571428572
7,0.5759913137084559,0.6842105263157895,0.5714285714285714,0.7449494949494949,0.6396740235780415,0.7368421052631579,0.0,0.5714285714285714
8,0.5522200449516899,0.7631578947368421,0.64,0.8106060606060607,0.6525196464438188,0.5789473684210527,0.2,0.5285714285714286
9,0.6237004305187025,0.618421052631579,0.5396825396825397,0.7003367003367004,0.6602850305406671,0.5263157894736842,0.4,0.5714285714285714
10,0.482065338837473,0.7105263157894737,0.6451612903225806,0.882996632996633,0.6615400973119234,0.5263157894736842,0.5263157894736842,0.7
11,0.5866707155579015,0.6578947368421053,0.5666666666666667,0.7516835016835017,0.6177423266988051,0.7368421052631579,0.0,0.7714285714285715
12,0.5727766140511161,0.7763157894736842,0.6222222222222222,0.7861952861952862,0.6256532261246129,0.6842105263157895,0.0,0.7285714285714286
13,0.5058047457745201,0.7105263157894737,0.6333333333333333,0.8375420875420876,0.6612377951019689,0.631578947368421,0.46153846153846156,0.5714285714285714
14,0.4741057690821196,0.7763157894736842,0.6666666666666666,0.8796296296296295,0.6447500884532928,0.7368421052631579,0.0,0.4857142857142857
15,0.39191809375035136,0.8947368421052632,0.8333333333333334,0.9326599326599327,0.6306714713573456,0.7368421052631579,0.0,0.6000000000000001
16,0.5281906818088732,0.7236842105263158,0.6181818181818182,0.8072390572390572,0.6355178513024983,0.7368421052631579,0.0,0.5714285714285715
17,0.521631005563234,0.7368421052631579,0.6296296296296297,0.8181818181818182,0.6523015561856722,0.5263157894736842,0.3076923076923077,0.5714285714285714
18,0.4304076150843972,0.8421052631578947,0.76,0.9217171717171717,0.6428258340609702,0.6842105263157895,0.0,0.5285714285714286
19,0.4447901343044482,0.75,0.6885245901639344,0.9090909090909092,0.6498160911233801,0.6842105263157895,0.0,0.4857142857142857
