epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_auc
1,0.9189251975009316,0.5789473684210527,0.2,0.4484848484848485,0.7359962620233235,0.3157894736842105,0.48,0.5897435897435898
2,0.7940652150856821,0.4473684210526316,0.43243243243243246,0.5541125541125541,0.7040324085637143,0.3157894736842105,0.48,0.423076923076923
3,0.7977648691127175,0.4868421052631579,0.417910447761194,0.49783549783549785,0.679364329890201,0.42105263157894735,0.26666666666666666,0.43589743589743585
4,0.6588049750579031,0.5789473684210527,0.36,0.6294372294372295,0.6830786686194571,0.5263157894736842,0.3076923076923077,0.28205128205128205
5,0.6531570742004796,0.5789473684210527,0.42857142857142855,0.6372294372294371,0.6946909584497151,0.5263157894736842,0.3076923076923077,0.2692307692307692
6,0.6514661594441062,0.5657894736842105,0.47619047619047616,0.6952380952380953,0.6912282642565275,0.631578947368421,0.0,0.2948717948717949
7,0.6285340833036523,0.7105263157894737,0.5217391304347826,0.7125541125541127,0.7127366018922705,0.6842105263157895,0.0,0.3333333333333333
8,0.6358010015989605,0.6710526315789473,0.46808510638297873,0.7012987012987013,0.7003863328381589,0.5263157894736842,0.0,0.34615384615384615
9,0.6189377621600503,0.618421052631579,0.5084745762711864,0.7047619047619047,0.7075079961826927,0.5263157894736842,0.0,0.2948717948717948
10,0.5323144730768705,0.75,0.6122448979591837,0.8008658008658008,0.7050120987390217,0.5263157894736842,0.0,0.39743589743589736
11,0.6055935903599388,0.6842105263157895,0.5862068965517241,0.7489177489177489,0.7030822948405617,0.5789473684210527,0.0,0.37179487179487175
