epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_auc
1,0.9012649027924788,0.47368421052631576,0.2857142857142857,0.3855218855218856,0.7557414487788552,0.2631578947368421,0.4166666666666667,0.6285714285714286
2,0.7421052189249742,0.5526315789473685,0.48484848484848486,0.6035353535353535,0.637647702505714,0.7894736842105263,0.5,0.6428571428571429
3,0.6766833161052904,0.6578947368421053,0.5517241379310345,0.6447811447811449,0.6580726441584135,0.5263157894736842,0.4,0.6142857142857143
4,0.659827310788004,0.6052631578947368,0.5,0.6557239057239058,0.6593489678282487,0.47368421052631576,0.5,0.6428571428571428
5,0.7288380735798886,0.5526315789473685,0.46875,0.5858585858585859,0.7209795211490831,0.2631578947368421,0.4166666666666667,0.5857142857142857
6,0.5761529301342211,0.6447368421052632,0.5423728813559322,0.7752525252525253,0.6302153499502885,0.5789473684210527,0.3333333333333333,0.6285714285714286
7,0.6480673739784643,0.6447368421052632,0.49056603773584906,0.6700336700336701,0.6803752152543319,0.3684210526315789,0.45454545454545453,0.6285714285714287
8,0.6628381704029284,0.5789473684210527,0.4482758620689655,0.6582491582491583,0.6282564778076974,0.6842105263157895,0.0,0.6142857142857143
9,0.6087080381418529,0.6447368421052632,0.49056603773584906,0.6767676767676768,0.6724423703394438,0.6842105263157895,0.4,0.38571428571428573
10,0.6022212944532696,0.7368421052631579,0.6296296296296297,0.7584175084175083,0.6718489621814928,0.3684210526315789,0.3333333333333333,0.5285714285714285
11,0.5624321322692069,0.6578947368421053,0.59375,0.7971380471380471,0.6496506301980269,0.6842105263157895,0.5,0.5571428571428572
12,0.5491822361946106,0.7105263157894737,0.5925925925925926,0.8089225589225589,0.6755429004368029,0.5263157894736842,0.3076923076923077,0.5
13,0.5378470201241342,0.75,0.6415094339622641,0.8232323232323232,0.6620133079980549,0.5789473684210527,0.2,0.41428571428571426
14,0.49599691598038925,0.75,0.6545454545454545,0.845959595959596,0.6592344578943754,0.631578947368421,0.2222222222222222,0.4285714285714286
15,0.5455726353745711,0.7631578947368421,0.6086956521739131,0.7853535353535352,0.6379672696715907,0.6842105263157895,0.5,0.6428571428571428
16,0.5317182493837256,0.6973684210526315,0.5964912280701754,0.8089225589225589,0.6580018903079786,0.47368421052631576,0.4444444444444444,0.6857142857142857
