epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_auc
1,0.9775936823142203,0.618421052631579,0.21621621621621623,0.44612794612794615,0.7618641790590788,0.2631578947368421,0.4166666666666667,0.4428571428571429
2,0.662937721923778,0.5526315789473685,0.5277777777777778,0.6801346801346801,0.7500954176250257,0.2631578947368421,0.4166666666666667,0.5428571428571429
3,0.7047718167304993,0.5394736842105263,0.5070422535211268,0.6153198653198654,0.6676275918358251,0.5789473684210527,0.3333333333333333,0.6428571428571429
4,0.7330080992297122,0.618421052631579,0.40816326530612246,0.6186868686868687,0.624053817046316,0.7368421052631579,0.2857142857142857,0.6714285714285715
5,0.7159454759798551,0.5657894736842105,0.45901639344262296,0.5925925925925927,0.7229849853013691,0.2631578947368421,0.4166666666666667,0.6714285714285715
6,0.7105140937002081,0.4473684210526316,0.4,0.5505050505050505,0.7213030739834434,0.2631578947368421,0.4166666666666667,0.7285714285714285
7,0.734577665203496,0.4473684210526316,0.4,0.5462962962962963,0.6695510556823329,0.631578947368421,0.46153846153846156,0.5857142857142857
8,0.5356225841923764,0.6578947368421053,0.5,0.7786195286195285,0.6500883635721708,0.631578947368421,0.36363636363636365,0.6285714285714286
9,0.6338951368080942,0.631578947368421,0.5333333333333333,0.6952861952861953,0.6648276573733279,0.47368421052631576,0.4444444444444444,0.6714285714285715
10,0.5109705689706301,0.7236842105263158,0.6440677966101694,0.8678451178451179,0.6428687729333576,0.5789473684210527,0.5555555555555556,0.7285714285714285
11,0.5724213656626249,0.6973684210526315,0.5964912280701754,0.7962962962962962,0.6734621367956463,0.47368421052631576,0.5,0.5857142857142857
12,0.504193525565298,0.7236842105263158,0.6181818181818182,0.8552188552188552,0.6434295553910104,0.6842105263157895,0.4,0.5285714285714286
