epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_auc
1,1.0427235176688747,0.631578947368421,0.3,0.48063973063973064,0.6771931114949679,0.5263157894736842,0.4,0.4571428571428572
2,0.7663963593934712,0.4342105263157895,0.37681159420289856,0.4907407407407408,0.6959638564210189,0.2631578947368421,0.36363636363636365,0.4857142857142857
3,0.7843828860082125,0.47368421052631576,0.375,0.484006734006734,0.6724474053633841,0.5263157894736842,0.4,0.5571428571428572
4,0.7407159773926986,0.5394736842105263,0.46153846153846156,0.5824915824915825,0.6682669363523784,0.631578947368421,0.46153846153846156,0.5285714285714286
5,0.7571170581014532,0.5394736842105263,0.38596491228070173,0.5521885521885522,0.6475656879575629,0.631578947368421,0.46153846153846156,0.6285714285714286
6,0.6813259563947979,0.631578947368421,0.46153846153846156,0.6313131313131313,0.674728556683189,0.5263157894736842,0.47058823529411764,0.6428571428571429
7,0.643806328898982,0.618421052631579,0.5538461538461539,0.6961279461279462,0.7184366019148576,0.2631578947368421,0.4166666666666667,0.6285714285714286
8,0.6347742927701849,0.5921052631578947,0.5230769230769231,0.6952861952861953,0.6809235466153998,0.21052631578947367,0.34782608695652173,0.6
9,0.6777227567998987,0.6578947368421053,0.48,0.6321548821548821,0.6389090340388449,0.7368421052631579,0.0,0.6000000000000001
10,0.598553695176777,0.6842105263157895,0.5,0.7323232323232324,0.6731142244840923,0.5789473684210527,0.3333333333333333,0.5714285714285714
11,0.6149990746849462,0.6842105263157895,0.5555555555555556,0.7239057239057239,0.6830644105610094,0.42105263157894735,0.42105263157894735,0.6428571428571429
12,0.5771467481788836,0.6447368421052632,0.5423728813559322,0.7643097643097644,0.6952424112119173,0.2631578947368421,0.36363636363636365,0.6285714285714286
13,0.5681098417231911,0.7631578947368421,0.64,0.7971380471380471,0.6705604917124698,0.6842105263157895,0.5,0.5857142857142857
14,0.5567985255467264,0.6447368421052632,0.5970149253731343,0.7895622895622896,0.6684669695402446,0.631578947368421,0.46153846153846156,0.5428571428571429
15,0.4699646156085165,0.7894736842105263,0.6666666666666666,0.877104377104377,0.6576787515690452,0.6842105263157895,0.25,0.5428571428571429
16,0.5490983128547668,0.6710526315789473,0.5901639344262295,0.787037037037037,0.6466688874520754,0.631578947368421,0.2222222222222222,0.5142857142857143
17,0.5004071561913741,0.75,0.6122448979591837,0.8392255892255891,0.6567105023484481,0.6842105263157895,0.25,0.4428571428571429
