epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_auc
1,0.9265718460083008,0.34210526315789475,0.2647058823529412,0.3661616161616162,0.6479652869073969,0.631578947368421,0.2222222222222222,0.5428571428571428
2,0.8053317885649832,0.4473684210526316,0.27586206896551724,0.44612794612794615,0.6718742408250508,0.42105263157894735,0.0,0.35714285714285715
3,0.7133440500811526,0.5789473684210527,0.4666666666666667,0.5824915824915825,0.6793943455344752,0.5263157894736842,0.0,0.2571428571428571
4,0.6769306157764635,0.4868421052631579,0.4,0.5976430976430976,0.7210381031036377,0.2631578947368421,0.4166666666666667,0.3
5,0.6503491997718811,0.5,0.5,0.6860269360269361,0.7040016776637027,0.3684210526315789,0.4,0.3
6,0.6786053306178043,0.6578947368421053,0.4583333333333333,0.6599326599326599,0.6570025102088326,0.7368421052631579,0.0,0.3571428571428572
7,0.6997601123232591,0.5657894736842105,0.4,0.5925925925925926,0.7283531145045632,0.3157894736842105,0.43478260869565216,0.34285714285714286
8,0.6236716132414969,0.5,0.5,0.7348484848484849,0.6829390055254886,0.3684210526315789,0.4,0.4857142857142857
9,0.5167683959007263,0.6052631578947368,0.5588235294117647,0.8434343434343434,0.6403023694690905,0.6842105263157895,0.25,0.6000000000000001
10,0.639885486740815,0.7236842105263158,0.4878048780487805,0.6944444444444444,0.6673098206520081,0.5263157894736842,0.3076923076923077,0.5285714285714287
11,0.5562533108811629,0.631578947368421,0.5625,0.792929292929293,0.6894383587335285,0.3157894736842105,0.38095238095238093,0.6000000000000001
12,0.5830595901137904,0.5789473684210527,0.5151515151515151,0.7516835016835016,0.6668632940242165,0.631578947368421,0.5333333333333333,0.6285714285714286
13,0.5103155766662798,0.75,0.6274509803921569,0.835016835016835,0.6298952588909551,0.6842105263157895,0.25,0.6285714285714286
14,0.4804251554765199,0.7763157894736842,0.6792452830188679,0.8695286195286196,0.6457192050783258,0.631578947368421,0.36363636363636365,0.5714285714285714
15,0.4363611607175124,0.7368421052631579,0.6666666666666666,0.9175084175084175,0.6247204510789168,0.7894736842105263,0.3333333333333333,0.5714285714285714
