epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_auc
1,0.8682411987530557,0.618421052631579,0.2926829268292683,0.5067340067340067,0.7384230431757475,0.3157894736842105,0.43478260869565216,0.4
2,0.8881896734237671,0.23684210526315788,0.275,0.36363636363636365,0.8541785447221053,0.2631578947368421,0.4166666666666667,0.4285714285714286
3,0.7477961778640747,0.40789473684210525,0.4155844155844156,0.5328282828282829,0.6916911005973816,0.3157894736842105,0.3157894736842105,0.41428571428571426
4,0.6919210898248773,0.5,0.42424242424242425,0.5774410774410774,0.6589269512578061,0.5789473684210527,0.2,0.4
5,0.7085001374545851,0.5789473684210527,0.42857142857142855,0.6085858585858586,0.6944111240537543,0.3157894736842105,0.23529411764705882,0.3857142857142857
6,0.5527806783977308,0.6578947368421053,0.59375,0.8265993265993267,0.7460464521458274,0.21052631578947367,0.2857142857142857,0.4
7,0.6744918289937472,0.5394736842105263,0.46153846153846156,0.6439393939393939,0.6990170416079069,0.47368421052631576,0.375,0.4571428571428572
8,0.64723161019777,0.5526315789473685,0.41379310344827586,0.6574074074074074,0.7142868041992188,0.2631578947368421,0.3,0.42857142857142855
9,0.4845664312964992,0.7236842105263158,0.6666666666666666,0.8863636363636364,0.6782713501076949,0.42105263157894735,0.26666666666666666,0.4571428571428572
10,0.6007474676558846,0.6842105263157895,0.52,0.7011784511784511,0.659626443135111,0.631578947368421,0.36363636363636365,0.42857142857142855
11,0.6010294117425617,0.6973684210526315,0.5306122448979592,0.7264309764309764,0.6739482769840642,0.5263157894736842,0.18181818181818182,0.3857142857142857
12,0.5370534140812723,0.7236842105263158,0.6037735849056604,0.8072390572390573,0.7001234167500546,0.42105263157894735,0.35294117647058826,0.41428571428571426
