epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_auc
1,1.0305638815227307,0.5394736842105263,0.2553191489361702,0.3774891774891775,0.7619851890363192,0.15789473684210525,0.2,0.10256410256410253
2,0.7025536079155771,0.5,0.42424242424242425,0.6069264069264069,0.7433336565369054,0.2631578947368421,0.4166666666666667,0.41025641025641024
3,0.8225012045157584,0.47368421052631576,0.3939393939393939,0.5073593073593073,0.7276141486669842,0.3157894736842105,0.43478260869565216,0.5128205128205128
4,0.7223099564251146,0.5394736842105263,0.47761194029850745,0.6251082251082251,0.7199493646621704,0.6842105263157895,0.0,0.3333333333333333
5,0.7174923106243736,0.5657894736842105,0.37735849056603776,0.5818181818181818,0.7066489897276226,0.6842105263157895,0.0,0.39743589743589747
6,0.5603562373864023,0.7236842105263158,0.5882352941176471,0.7948051948051947,0.7106990469129462,0.3157894736842105,0.43478260869565216,0.41025641025641024
7,0.6321629254441512,0.6578947368421053,0.59375,0.754978354978355,0.6794390662720329,0.5263157894736842,0.18181818181818182,0.41025641025641024
8,0.5348575711250305,0.6842105263157895,0.5555555555555556,0.7887445887445887,0.6800618187377327,0.5789473684210527,0.0,0.38461538461538464
9,0.6187967548244878,0.6447368421052632,0.509090909090909,0.70995670995671,0.6889783896897969,0.631578947368421,0.0,0.358974358974359
10,0.6172893988458734,0.6578947368421053,0.48,0.7272727272727273,0.6873873974147596,0.631578947368421,0.2222222222222222,0.3205128205128205
11,0.4778201501620443,0.7763157894736842,0.6909090909090909,0.8683982683982684,0.6761210215719122,0.6842105263157895,0.0,0.3846153846153846
12,0.5234344429091403,0.8289473684210527,0.6976744186046512,0.8103896103896103,0.6967566719180659,0.6842105263157895,0.0,0.33333333333333337
13,0.4987070842793113,0.6842105263157895,0.6129032258064516,0.8727272727272727,0.705341499102743,0.47368421052631576,0.0,0.25641025641025644
14,0.4579629505935468,0.75,0.5957446808510638,0.8545454545454545,0.7199563289943495,0.6842105263157895,0.0,0.28205128205128205
15,0.4653338005668239,0.7631578947368421,0.6666666666666666,0.883982683982684,0.6770104922746357,0.5263157894736842,0.0,0.4358974358974359
16,0.4326626580012472,0.8026315789473685,0.7368421052631579,0.90995670995671,0.6796784197029314,0.6842105263157895,0.0,0.358974358974359
17,0.5002556474585282,0.7631578947368421,0.625,0.825974025974026,0.6996364907214516,0.6842105263157895,0.0,0.3076923076923077
18,0.4092282331303546,0.8421052631578947,0.7142857142857143,0.9125541125541126,0.660500102921536,0.631578947368421,0.36363636363636365,0.5769230769230769
19,0.451876500719472,0.7631578947368421,0.6538461538461539,0.8398268398268397,0.6883044729107305,0.6842105263157895,0.0,0.3589743589743589
20,0.31514555843252884,0.8947368421052632,0.8260869565217391,0.9584415584415584,0.6897188268209758,0.6842105263157895,0.0,0.5128205128205128
21,0.4797351705400567,0.7763157894736842,0.6382978723404256,0.8554112554112554,0.6796628864187944,0.5789473684210527,0.0,0.4615384615384615
22,0.4224519321793004,0.7631578947368421,0.6785714285714286,0.9004329004329004,0.69612150600082,0.6842105263157895,0.0,0.3333333333333333
23,0.37144724946273,0.881578947368421,0.7906976744186046,0.9290043290043289,0.7231172260485197,0.6842105263157895,0.0,0.28205128205128205
24,0.33718983123176977,0.8421052631578947,0.7692307692307693,0.9627705627705627,0.6999343382684808,0.6842105263157895,0.0,0.4358974358974359
25,0.30324854427262354,0.9210526315789473,0.8695652173913043,0.9636363636363636,0.7606523366350877,0.6842105263157895,0.0,0.3589743589743589
26,0.33660447048513514,0.8552631578947368,0.7441860465116279,0.9523809523809523,0.7220023980266169,0.6842105263157895,0.0,0.3589743589743589
